qid,abstractqueryexpansion,abstractqueryexpansion.bm25.rm3.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20
667,unmarried partner households ,0.4633,8,relevancefeedback.topn10.bm25.rm3,0.5639,unmarried partner households unmarri famili estat citi      said cent gai would ,glove.topn3.replace,0.5464,unmarried partner families residing ,thesaurus.topn3.replace,0.5414,unmarried partner  everyday ordinary ,word2vec.topn3.replace,0.5116,unmarried partner families ,sensedisambiguation.replace,0.5116,unmarried partner family ,wordnet.topn3.replace,0.5067,unmarried partner home house ,conceptnet.topn3,0.5,unmarried partner households night soil man ,glove.topn3,0.4762,unmarried partner households families residing ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,poverty  disease ,0.3869,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Islamic Revolution ,0.1029,5,termluster.topn5.3.bm25.rm3,0.1761,islamic revolution revolut republ nation republ nation islam ,word2vec.topn3,0.1599,islamic revolution muslim moslem revolutionary ,glove.topn3,0.1264,islamic revolution muslim islamist revolutionary revolutionaries ,wordnet.topn3,0.1067,islamic revolution Muslim Moslem gyration rotation ,sensedisambiguation,0.1037,Islamic muslim Revolution rotation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,U S  elections apathy ,0.0165,7,termluster.topn5.3.bm25.rm3,0.3203,u s  elections apathy ballot angel ,relevancefeedback.topn10.bm25.rm3,0.1995,u s  elections apathy district angel campaign polish voter bond elect parti ,thesaurus.topn3,0.1469,u s  elections apathy  America Columbia  appointment ballot  indifference insensitivity ,sensedisambiguation.replace,0.10400000000000001,united states government election apathy ,thesaurus.topn3.replace,0.0463,America Columbia  appointment ballot  indifference insensitivity ,anchor.topn3.replace,0.0383,us  c      alphabet elections apathy ,glove.topn3.replace,0.0242,us u s polls cynicism disillusionment ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Salvation Army benefits ,0.2354,1,wiki.topn3,0.4354,salvation army benefits      establishments in the united kingdom thwar cry chief of thstaff of thsalvation army The Salvation Army social security welfare minimum wage Welfare ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,NRA membership profile ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Soviet withdrawal Afghanistan ,0.2157,1,conceptluster.topn5.3.bm25.rm3,0.2204,soviet withdrawal afghanistan kingdom afghanistan soviet withdrawal afghanistan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Greenpeace prosecuted ,0.1027,7,wiki.topn3,0.2054,greenpeace prosecuted greenpeace anti nuclear organizations in the united states friends of thearth Greenpeace prosecutors appeal indictment Prosecutor ,wiki.topn3.replace,0.2023,greenpeace anti nuclear organizations in the united states friends of thearth Greenpeace prosecutors appeal indictment Prosecutor ,docluster.topn10.3.bm25.rm3,0.1843,greenpeace prosecuted test greenpeac ,tagmee.topn3,0.1477,greenpeace prosecuted Greenpeace Prosecutor ,tagmee.topn3.replace,0.1432,Greenpeace Prosecutor ,wordnet.topn3,0.1339,greenpeace prosecuted pursue engage ,wordnet.topn3.replace,0.1299,greenpeace engage pursue ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Olympics training swimming ,0.2212,6,stem.porter,0.3233,olympic train swimm ,stem.trunc5,0.3233,olymp train swimm ,thesaurus.topn3,0.2665,olympics training swimming   coaching discipline  floating natant ,termluster.topn5.3.bm25.rm3,0.2437,olympics training swimming train team swimmer team swimmer swim train team swimmer ,sensedisambiguation,0.243,Olympics olympic games training train swimming ,sensedisambiguation.replace,0.2271,olympic games train swimming ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,poppy cultivation ,0.2793,10,thesaurus.topn3,0.3988,poppy cultivation  drug heroin  farming gardening ,termluster.topn5.3.bm25.rm3,0.3244,poppy cultivation opium cultiv accord poppi opium accord ,glove.topn3,0.3177,poppy cultivation opium poppy ,conceptnet.topn3,0.3177,poppy cultivation opium poppy ,glove.topn3.replace,0.3104,opium poppy ,wordnet.topn3.replace,0.3051,poppy polish culture refinement ,stem.trunc5,0.301,poppy culti ,stem.paicehusk,0.2998,poppy cult ,sensedisambiguation.replace,0.2987,poppy polish ,wordnet.topn3,0.2915,poppy cultivation finish culture ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Leaning Tower of Pisa ,0.9233,5,sensedisambiguation,0.948,Leaning tend Tower tugboat of Pisa ,wiki.topn3,0.9468,leaning tower pisa buildings and structures completed in      visitor attractions in pisa filippo brunelleschi Leaning Tower of Pisa ,wiki.topn3.replace,0.9468,buildings and structures completed in      visitor attractions in pisa filippo brunelleschi Leaning Tower of Pisa ,wordnet.topn3,0.9341,leaning tower pisa canted list propensity hulk predominate tug ,thesaurus.topn3,0.9252,leaning tower pisa  inclination predilection  belfry castle ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,joint custody impact ,0.1383,9,wiki.topn3,0.2657,joint custody impact california child support guidelinreview noncustodial parent solcustody Joint custody ,tagmee.topn3.replace,0.2641,Joint custody ,conceptnet.topn3,0.259,joint custody impact knee ,tagmee.topn3,0.2524,joint custody impact Joint custody ,conceptluster.topn5.3.bm25.rm3,0.2524,joint custody impact joint custody ,wiki.topn3.replace,0.2081,california child support guidelinreview noncustodial parent solcustody Joint custody ,anchor.topn3,0.1906,joint custody impact jassm or nbsp   joint    distribution nbsp committee nbsp  jdc pendulum  astroblem chicxulub ,sensedisambiguation,0.1758,joint custody hands impact shock ,thesaurus.topn3,0.14,joint custody impact  collective concerted  care guardianship  brunt shock ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,opening adoption records ,0.8306,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,immigrants Spanish school ,0.2246,7,anchor.topn3,0.3569,immigrants spanish school portugues palingenet autónoma   neo confucianist        ahiran ,relevancefeedback.topn10.bm25.rm3,0.3094,immigrants spanish school student latino english he she parent ,docluster.topn10.3.bm25.rm3,0.2882,immigrants spanish school student ,wordnet.topn3.replace,0.2787,immigrants Spanish people educate school day schoolhouse ,termluster.topn5.3.bm25.rm3,0.2761,immigrants spanish school year teacher student angel class program educ english immigr ,word2vec.topn3,0.2599,immigrants spanish school migrants english Spainish college ,glove.topn3,0.2432,immigrants spanish school migrants spain portuguese students ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,wind power location ,0.5068,4,wiki.topn3,0.7029,wind power location wind turbine wind farm renewablenergy Wind power binomial distribution quantilfunction scalparameter Location parameter ,wiki.topn3.replace,0.6975,wind turbine wind farm renewablenergy Wind power binomial distribution quantilfunction scalparameter Location parameter ,word2vec.topn3,0.6325,wind power location breeze power  authority locale ,sensedisambiguation,0.6252,wind wind instrument power world power location placement ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,adult immigrants English ,0.2417,1,wordnet.topn3,0.3528,adult immigrants english grownup full grown English people English language ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Czechoslovakia breakup ,0.0874,17,stem.trunc5,0.4844,czech break ,wiki.topn3.replace,0.4084,normalization  czechoslovakia  communist party of czechoslovakia praguspring Czechoslovak Socialist Republic      in czechoslovakia      in the czech republic      in slovakia Dissolution of Czechoslovakia ,tagmee.topn3.replace,0.3902,Czechoslovak Socialist Republic Dissolution of Czechoslovakia ,glove.topn3,0.3678,czechoslovakia breakup czechoslovak ussr break up disintegration ,wiki.topn3,0.3601,czechoslovakia breakup normalization  czechoslovakia  communist party of czechoslovakia praguspring Czechoslovak Socialist Republic      in czechoslovakia      in the czech republic      in slovakia Dissolution of Czechoslovakia ,word2vec.topn3.replace,0.3452,yugoslavia sudetenland slovakia break up post breakup ,word2vec.topn3,0.3394,czechoslovakia breakup yugoslavia sudetenland slovakia break up post breakup ,wordnet.topn3,0.3006,czechoslovakia breakup dissolution separation ,sensedisambiguation.replace,0.2502,czechoslovakia separation ,tagmee.topn3,0.2464,czechoslovakia breakup Czechoslovak Socialist Republic Dissolution of Czechoslovakia ,conceptluster.topn5.3.bm25.rm3,0.2464,czechoslovakia breakup czechoslovak socialist republic dissolution czechoslovakia ,wordnet.topn3.replace,0.2379,czechoslovakia detachment separation ,sensedisambiguation,0.2368,Czechoslovakia breakup separation ,conceptnet.topn3,0.2368,czechoslovakia breakup separation ,docluster.topn10.3.bm25.rm3,0.205,czechoslovakia breakup french we czech ,stem.lovins,0.1178,czechoslovak breakup ,stem.paicehusk,0.1178,czechoslovak breakup ,,,,,,,,,
684,part time benefits ,0.031,8,word2vec.topn3,0.0837,part time benefits full time fulltime advantages detriments ,stem.lovins,0.0528,part   tim benefit ,stem.paicehusk,0.0528,part   tim benefit ,glove.topn3,0.0508,part time benefits full time employed moreover ,tagmee.topn3,0.0435,part time benefits Part time contract Employee benefit ,conceptluster.topn5.3.bm25.rm3,0.0435,part time benefits employee benefit part time contract ,stem.trunc5,0.0351,part   time benef ,tagmee.topn3.replace,0.0344,Part time contract Employee benefit ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Oscar winner selection ,0.3713,9,conceptluster.topn5.3.bm25.rm3,0.4285,oscar winner selection academy awards ,sensedisambiguation,0.4142,Oscar academy award winner selection survival ,glove.topn3,0.4075,oscar winner selection nominated winning ,termluster.topn5.3.bm25.rm3,0.4024,oscar winner selection film nomin year ,wordnet.topn3,0.4018,oscar winner selection Academy Award succeeder achiever survival pick option ,relevancefeedback.topn10.bm25.rm3,0.3781,oscar winner selection dga best film present million ,conceptnet.topn3,0.37799999999999995,oscar winner selection Academy Award choice ,docluster.topn10.3.bm25.rm3,0.3751,oscar winner selection best dga ,sensedisambiguation.replace,0.3721,academy award winner survival ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Argentina pegging dollar ,0.5104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Northern Ireland industry ,0.257,3,relevancefeedback.topn10.bm25.rm3,0.3294,northern ireland industry pound ,docluster.topn10.3.bm25.rm3,0.3294,northern ireland industry pound ,termluster.topn5.3.bm25.rm3,0.2573,northern ireland industry industri ireland pound industri northern pound provinc pound northern ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,non U S  media bias ,0.0039,8,tagmee.topn3.replace,0.0975,Media bias ,word2vec.topn3,0.0911,non u s  media bias press biases biased ,tagmee.topn3,0.0815,non u s  media bias Media bias ,conceptluster.topn5.3.bm25.rm3,0.0815,non u s  media bias media bias ,wiki.topn3,0.0584,non u s  media bias godwin s law spin  public relations  susan faludi Media bias ,thesaurus.topn3,0.0199,non u s  media bias   news publishing  bigotry favoritism ,wiki.topn3.replace,0.0063,godwin s law spin  public relations  susan faludi Media bias ,conceptnet.topn3,0.0055,non u s  media bias press ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,family planning aid ,0.0682,4,wiki.topn3.replace,0.4954,united nations population fund reproductivhealth family planning Family planning development assistanccommittee cash transfers aid agency Aid ,wiki.topn3,0.3704,family planning aid united nations population fund reproductivhealth family planning Family planning development assistanccommittee cash transfers aid agency Aid ,conceptnet.topn3,0.2004,family planning aid help support ,thesaurus.topn3,0.1119,family planning aid  birth prevention contraception  assistance benefit ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,college education advantage ,0.0023,10,wordnet.topn3.replace,0.0262,college Department of Education Education Department vantage reward ,wordnet.topn3,0.0158,college education advantage instruction training reward vantage ,conceptnet.topn3,0.0131,college education advantage degree school further your career seeing art ,stem.paicehusk,0.0078,colleg educ adv ,tagmee.topn3,0.0043,college education advantage Higher education Education ,wiki.topn3.replace,0.0043,university college education Higher education knowledge sharing philosophy of education education Education ,conceptluster.topn5.3.bm25.rm3,0.0043,college education advantage education higher education ,stem.lovins,0.0041,colleg educ advant ,wiki.topn3,0.0029,college education advantage university college education Higher education knowledge sharing philosophy of education education Education ,tagmee.topn3.replace,0.0026,Higher education Education ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,clear cutting forests ,0.2397,1,wiki.topn3,0.2464,clear cutting forests forest management slash  logging  controlled burn Clearcutting tobacco in the united kingdom grassland habitat Forest ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,prostate cancer detection treatment ,0.4316,3,relevancefeedback.topn10.bm25.rm3,0.5021,prostate cancer detection treatment block prostat zoladex beam hospit ,tagmee.topn3,0.4596,prostate cancer detection treatment Prostate cancer Therapy ,conceptluster.topn5.3.bm25.rm3,0.4596,prostate cancer detection treatment therapy prostate cancer ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,newspapers electronic media ,0.3163,2,sensedisambiguation.replace,0.3582,newspaper electronic metier ,sensedisambiguation,0.3417,newspapers newspaper electronic media metier ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,compost pile ,0.4353,8,tagmee.topn3.replace,0.544,Compost Compost ,wiki.topn3,0.5387,compost pile hydroponics autonomous building food preservation Compost hydroponics autonomous building food preservation Compost ,wiki.topn3.replace,0.5321,hydroponics autonomous building food preservation Compost hydroponics autonomous building food preservation Compost ,tagmee.topn3,0.4882,compost pile Compost Compost ,conceptluster.topn5.3.bm25.rm3,0.4817,compost pile compost ,anchor.topn3,0.4476,compost pile thermophile extrem vignetting pixel kinetoscop  franki  tornbjerg donggong ,sensedisambiguation.replace,0.4404,compost voltaic pile ,wordnet.topn3,0.4388,compost pile quite a little sight big money ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,white collar crime sentence ,0.3766,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,safety plastic surgery ,0.4055,5,relevancefeedback.topn10.bm25.rm3,0.6108,safety plastic surgery implant surgeri breast sai corn said ,docluster.topn10.3.bm25.rm3,0.5695,safety plastic surgery implant surgeri ,wiki.topn3,0.5522,safety plastic surgery emergency occupational safety and health accident Safety neurosurgery gynaecology otolaryngology Plastic surgery ,thesaurus.topn3,0.5261,safety plastic surgery  freedom security  elastic molded  abscission enucleation ,termluster.topn5.3.bm25.rm3,0.4923,safety plastic surgery breast cosmet medic year surgeon sai ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,air traffic controller ,0.0497,5,stem.lovins,0.1562,air traff controller ,stem.paicehusk,0.1562,air traff control ,relevancefeedback.topn10.bm25.rm3,0.1134,air traffic controller system control japanes radar ,docluster.topn10.3.bm25.rm3,0.066,air traffic controller system control ,sensedisambiguation,0.0659,air tune traffic controller restrainer ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,literacy rates Africa ,0.4974,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,term limits ,0.5275,1,termluster.topn5.3.bm25.rm3,0.5564,term limits elect limit offic year term offic ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,gasoline tax U S ,0.1716,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
